ID	adj.Pval	P.Value	t	B	logFC	Gene.symbol	Gene.title
ENSG00000167775	0.0172051648632678	1.99976338950521e-06	7.97224047457306	5.05968052052809	0.430968975626721	CD320	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]
ENSG00000169684	0.0172051648632678	2.7186081633732e-06	7.75463264065132	4.79824730306321	1.4863001240576	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]
ENSG00000254783	0.0172051648632678	1.23023090723581e-06	-8.32495464663169	5.46875349801032	-0.614436240402649		immunoglobin superfamily, member 21 (IGSF21) pseudogene
ENSG00000135116	0.0189552961600437	3.99353126725876e-06	-7.48773867227088	4.46789166213991	-0.569487287506836	HRK	harakiri, BCL2 interacting protein [Source:HGNC Symbol;Acc:HGNC:5185]
ENSG00000119139	0.0196566959317714	2.35188211948201e-05	-6.33096537661567	2.90640135929944	-0.705900134414847	TJP2	tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]
ENSG00000122728	0.0196566959317714	2.88493478441058e-05	-6.20480303308319	2.72292363844488	-0.490902675914196	TAF1L	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]
ENSG00000124479	0.0196566959317714	2.05464604361173e-05	-6.41516119247182	3.02738272811735	-0.30519209661877	NDP	norrin cystine knot growth factor NDP [Source:HGNC Symbol;Acc:HGNC:7678]
ENSG00000125046	0.0196566959317714	2.02796625364767e-05	-6.42333823171315	3.03907000780967	-0.682604693684067	SSUH2	ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809]
ENSG00000128564	0.0196566959317714	2.81616077947135e-05	6.21963329619299	2.74462796452381	0.639538744274261	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]
ENSG00000139190	0.0196566959317714	1.46694916864506e-05	6.62780447348366	3.32773252651627	1.03041662311388	VAMP1	vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642]
ENSG00000144410	0.0196566959317714	2.67100638992848e-05	-6.25222609772553	2.79220003030777	-0.393746534167646	CPO	carboxypeptidase O [Source:HGNC Symbol;Acc:HGNC:21011]
ENSG00000160097	0.0196566959317714	1.03698820674753e-05	6.85087668546538	3.63486546000618	0.72136211825759	FNDC5	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]
ENSG00000162631	0.0196566959317714	2.89891228320657e-05	6.20183446815465	2.71857471932502	0.758154651915667	NTNG1	netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]
ENSG00000163888	0.0196566959317714	2.57977520057789e-05	6.27367977494083	2.82341755873891	0.731153741187092	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:24197]
ENSG00000164056	0.0196566959317714	2.30810752702288e-05	-6.3426369114707	2.92324216371491	-0.409224032370484	SPRY1	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]
ENSG00000164690	0.0196566959317714	1.72623736345187e-05	6.52459451975024	3.18288081079644	0.877903124113992	SHH	sonic hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:10848]
ENSG00000166862	0.0196566959317714	6.20223270033345e-06	7.18955740794552	4.0858393397779	0.384883312731956	CACNG2	calcium voltage-gated channel auxiliary subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:1406]
