ID	adj.Pval	P.Value	t	B	logFC	Gene.symbol	Gene.title
ENSG00000253357	0.000111880086419309	6.38402775573802e-09	-8.33688147844327	9.95995465030119	-0.76779017046913		
ENSG00000144671	0.000207816104040102	2.3716531131538e-08	-7.78698655477413	8.82774487729906	-0.846674088099653	SLC22A14	solute carrier family 22, member 14 [Source:HGNC Symbol;Acc:8495]
ENSG00000101457	0.000232383038425351	3.97802633538403e-08	7.57468396263338	8.37754290768617	0.431168699432218	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:HGNC Symbol;Acc:16160]
ENSG00000234650	0.00033455839561704	7.6361402708597e-08	-7.31028837099271	7.80690551568722	-0.74014458203478	PCCA-AS1	PCCA antisense RNA 1 [Source:HGNC Symbol;Acc:39901]
ENSG00000229841	0.000689446728194	1.96703774092439e-07	-6.93268821411665	6.9733303833244	-0.631414757767611		
ENSG00000122863	0.00332243093482015	1.1374941859584e-06	-6.24883447192942	5.41193277639452	-0.533140872814829	CHST3	carbohydrate (chondroitin 6) sulfotransferase 3 [Source:HGNC Symbol;Acc:1971]
ENSG00000150433	0.00470661919829046	2.14852802204415e-06	-6.00542847092081	4.84182779450114	-0.348225341162701	TMEM218	transmembrane protein 218 [Source:HGNC Symbol;Acc:27344]
ENSG00000166582	0.00470661919829046	2.12550751879706e-06	6.00953486456129	4.85150134792275	0.309725321112436	CENPV	centromere protein V [Source:HGNC Symbol;Acc:29920]
ENSG00000229828	0.00586808152924033	3.01356540731315e-06	5.87672283335408	4.53772429452422	0.501790603441019		
ENSG00000132326	0.00663842423693546	3.90944512471501e-06	5.77805034255739	4.30344328062978	0.537124387987117	PER2	period circadian clock 2 [Source:HGNC Symbol;Acc:8846]
ENSG00000260816	0.00663842423693546	4.16677127567989e-06	-5.75392496817134	4.2460190799808	-0.819700800426754		
ENSG00000054148	0.0069527045407656	4.7607677311947e-06	5.70353874779777	4.12591421119023	0.3247904630359	PHPT1	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033]
ENSG00000215154	0.0074719682645817	5.54268687244292e-06	-5.64612328560457	3.98877715654308	-0.297459468048217		
ENSG00000235008	0.00780152400935301	6.23231589905518e-06	5.60190283149463	3.88296361497061	0.572687606915847		
ENSG00000168246	0.0080515765558377	6.89150632454011e-06	-5.56402638630819	3.79220232785337	-0.242041883538801	UBTD2	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:24463]
ENSG00000240922	0.00839377861853746	7.66336421663905e-06	-5.52406780671117	3.69632839200604	-0.402048823578456	LSAMP-AS1	LSAMP antisense RNA 1 [Source:HGNC Symbol;Acc:40350]
ENSG00000105516	0.00852629428302934	9.64232011554653e-06	5.43772088582868	3.48874420358455	0.487091504070301	DBP	D site of albumin promoter (albumin D-box) binding protein [Source:HGNC Symbol;Acc:2697]
ENSG00000123689	0.00852629428302934	9.73043570103205e-06	5.43430446392713	3.48051990718963	0.625677986686637	G0S2	G0/G1switch 2 [Source:HGNC Symbol;Acc:30229]
ENSG00000167685	0.00852629428302934	9.09654805114488e-06	5.45960879952365	3.5414152869182	0.234377922920834	ZNF444	zinc finger protein 444 [Source:HGNC Symbol;Acc:16052]
ENSG00000213189	0.00852629428302934	8.71983317181474e-06	5.47550280897076	3.57964133720319	0.508177890082705	BTF3L4P2	basic transcription factor 3-like 4 pseudogene 2 [Source:HGNC Symbol;Acc:39646]
ENSG00000099849	0.00925597975204345	1.17852106208035e-05	-5.36240258403962	3.30725001518188	-0.464559642437453	RASSF7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:HGNC Symbol;Acc:1166]
ENSG00000139192	0.00925597975204345	1.42602826422353e-05	-5.29094647778849	3.13473226052407	-0.440348733285072	TAPBPL	TAP binding protein-like [Source:HGNC Symbol;Acc:30683]
ENSG00000151233	0.00925597975204345	1.2496132646866e-05	-5.34043816722272	3.25425362552169	-0.268353417737401	GXYLT1	glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:27482]
ENSG00000176834	0.00925597975204345	1.24093542965231e-05	-5.34305089423174	3.26055924951456	-0.293060947032532	VSIG10	V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:26078]
ENSG00000196660	0.00925597975204345	1.37708853518241e-05	-5.3040303008083	3.16634332544737	-0.372691447983478	SLC30A10	solute carrier family 30, member 10 [Source:HGNC Symbol;Acc:25355]
ENSG00000196922	0.00925597975204345	1.37382459688829e-05	-5.30491946505726	3.16849122726025	-0.254359797789007	ZNF252P	zinc finger protein 252, pseudogene [Source:HGNC Symbol;Acc:13046]
ENSG00000230625	0.00925597975204345	1.34362540301177e-05	-5.31324859319278	3.18860918494311	-0.735343401283251	NA	NA
ENSG00000253910	0.0102524009590633	1.63804409046375e-05	5.23903941190665	3.0092292554672	0.418922761751254	PCDHGB2	protocadherin gamma subfamily B, 2 [Source:HGNC Symbol;Acc:8709]
ENSG00000081479	0.0106437141411616	1.93046425965865e-05	-5.17757450656299	2.86043775337685	-0.619933610959968	LRP2	low density lipoprotein receptor-related protein 2 [Source:HGNC Symbol;Acc:6694]
ENSG00000173171	0.0106437141411616	1.94350272477701e-05	5.17505663596735	2.85433875793662	0.168400248937083	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:7504]
ENSG00000174038	0.0106437141411616	1.86921162460686e-05	-5.18963636706452	2.88965093512145	-0.366466405266457	C9orf131	chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:31418]
ENSG00000188549	0.0106437141411616	1.80508986643219e-05	5.20269623863308	2.92127352661992	0.427029128053527	C15orf52	chromosome 15 open reading frame 52 [Source:HGNC Symbol;Acc:33488]
ENSG00000248268	0.0111974611974226	2.1085090985161e-05	-5.14458115672775	2.78049604784282	-0.645010118928816		
ENSG00000127666	0.0112903376497111	2.19042214031484e-05	5.13033097045153	2.74595380612711	0.396927448092694	TICAM1	toll-like receptor adaptor molecule 1 [Source:HGNC Symbol;Acc:18348]
ENSG00000198894	0.0123191102523126	2.46030732571151e-05	5.08690014510831	2.64062776642592	0.194222519811675	CIPC	CLOCK-interacting pacemaker [Source:HGNC Symbol;Acc:20365]
ENSG00000171135	0.0130094761734417	2.67241735945165e-05	-5.05599940944445	2.56564628757605	-0.332273729483012	JAGN1	jagunal homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:26926]
ENSG00000170469	0.0133120741961843	3.00645411561155e-05	5.01200288541062	2.45883297693295	0.460114747498375	SPATA24	spermatogenesis associated 24 [Source:HGNC Symbol;Acc:27322]
ENSG00000213199	0.0133120741961843	2.99507801879034e-05	5.01341885358503	2.46227153781681	0.415617717627068	ASIC3	acid-sensing (proton-gated) ion channel 3 [Source:HGNC Symbol;Acc:101]
ENSG00000230638	0.0133120741961843	3.025782917365e-05	5.00960932346105	2.45302027930202	0.561820199636456		
ENSG00000250031	0.0133120741961843	3.08567155532548e-05	5.00228921559281	2.43524259183937	0.492725852294097		
ENSG00000250120	0.0133120741961843	3.11437969782344e-05	-4.99883059720756	2.42684243468202	-0.783801512725988	PCDHA10	protocadherin alpha 10 [Source:HGNC Symbol;Acc:8664]
ENSG00000118197	0.0134786552686342	3.46099564672489e-05	4.95942388609273	2.33111084551711	0.324833876524071	DDX59	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59 [Source:HGNC Symbol;Acc:25360]
ENSG00000120925	0.0134786552686342	3.41466187874104e-05	-4.96445648522691	2.34333879413623	-0.211844499951972	RNF170	ring finger protein 170 [Source:HGNC Symbol;Acc:25358]
ENSG00000182871	0.0134786552686342	3.4451792402653e-05	-4.9611341775257	2.3352664895517	-0.360081626351515	COL18A1	collagen, type XVIII, alpha 1 [Source:HGNC Symbol;Acc:2195]
ENSG00000230445	0.0134786552686342	3.27017162014228e-05	4.9806015525956	2.38256311674904	0.623010676020821	LRRC37A6P	leucine rich repeat containing 37, member A6, pseudogene [Source:HGNC Symbol;Acc:33746]
ENSG00000233012	0.0137509165063132	3.60937038111501e-05	-4.94375043017454	2.29302459896178	-0.434763621672881	HDAC1P2	histone deacetylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:45191]
ENSG00000248152	0.0149777870212224	4.10233253648318e-05	-4.89595455498418	2.17685072143424	-0.401318599900974		
ENSG00000260316	0.0149777870212224	4.06541928526339e-05	4.89932890622612	2.18505385167429	0.690106972101318		
ENSG00000140961	0.0150993030448428	4.22177374720284e-05	4.88524065572274	2.15080378365534	0.927984456340079	OSGIN1	oxidative stress induced growth inhibitor 1 [Source:HGNC Symbol;Acc:30093]
ENSG00000228492	0.0159892928023364	4.56185244003891e-05	-4.85631984777842	2.08048532313327	-0.26284478810795	RAB11FIP1P1	RAB11 family interacting protein 1 (class I) pseudogene 1 [Source:HGNC Symbol;Acc:42366]
ENSG00000073050	0.0162909766032395	4.77221092666838e-05	4.83949148458311	2.0395640302343	0.229190735545681	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1 [Source:HGNC Symbol;Acc:12828]
ENSG00000145494	0.0162909766032395	5.11254637444281e-05	4.81377615581143	1.97702746613793	0.369782638494824	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:7713]
ENSG00000163166	0.0162909766032395	5.18384986866996e-05	4.8086058544437	1.96445334653156	0.24105778702086	IWS1	IWS1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25467]
ENSG00000173715	0.0162909766032395	5.2056758332748e-05	-4.80703743138488	1.96063892675495	-0.341608098496179	C11orf80	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:26197]
ENSG00000202532	0.0162909766032395	4.85480316244446e-05	-4.83308623315682	2.02398773896646	-0.623122291545906	RNU6-395P	RNA, U6 small nuclear 395, pseudogene [Source:HGNC Symbol;Acc:47358]
ENSG00000245685	0.0162909766032395	4.98576387108006e-05	4.82314992338398	1.99982392738621	0.584440876147809		
ENSG00000167984	0.0168840097596765	5.49151815293331e-05	4.7870824509611	1.91210719301086	0.457828626421192	NLRC3	NLR family, CARD domain containing 3 [Source:HGNC Symbol;Acc:29889]
ENSG00000106133	0.0182780131499399	6.62368919109275e-05	4.71709965384205	1.74190137992358	0.406954896105903	NSUN5P2	NOP2/Sun domain family, member 5 pseudogene 2 [Source:HGNC Symbol;Acc:16609]
ENSG00000146250	0.0182780131499399	6.40071003424027e-05	-4.72988564113507	1.77299752611167	-0.948942325543486	PRSS35	protease, serine, 35 [Source:HGNC Symbol;Acc:21387]
ENSG00000204963	0.0182780131499399	6.58060269743031e-05	-4.7195364704415	1.74782777482127	-0.386957257305504	PCDHA7	protocadherin alpha 7 [Source:HGNC Symbol;Acc:8673]
ENSG00000214198	0.0182780131499399	6.47768758975506e-05	-4.72542204575065	1.76214175689075	-0.620254996280795		
ENSG00000231512	0.0182780131499399	6.67499481652585e-05	4.71421854860945	1.73489450754343	0.665397053130829		
ENSG00000254221	0.0182780131499399	6.49688132111215e-05	4.7243173331077	1.75945503367342	0.518773352528527	PCDHGB1	protocadherin gamma subfamily B, 1 [Source:HGNC Symbol;Acc:8708]
ENSG00000268660	0.0182780131499399	6.50647727319049e-05	4.72376625049412	1.75811477191039	0.52561051638221	LETM1P2	leucine zipper-EF-hand containing transmembrane protein 1, pseudogene 2 [Source:HGNC Symbol;Acc:33985]
ENSG00000088038	0.0186148320985445	7.11665478232514e-05	4.69029363376844	1.67671110282781	0.391004436277017	CNOT3	CCR4-NOT transcription complex, subunit 3 [Source:HGNC Symbol;Acc:7879]
ENSG00000250049	0.0186148320985445	7.08062171840339e-05	-4.69218926088761	1.68132094564387	-0.442454247116386		
ENSG00000266993	0.0186148320985445	7.05750894624239e-05	-4.6934102517857	1.68429020459567	-0.624718958435288		
ENSG00000236650	0.0190396216071106	7.38769911146089e-05	4.67633417297043	1.64276512074232	1.12329322737073	NA	NA
ENSG00000111215	0.0193956643506343	7.63652405246086e-05	4.66396178065829	1.61268024747727	0.207445639887023	PRR4	proline rich 4 (lacrimal) [Source:HGNC Symbol;Acc:18020]
ENSG00000120915	0.0199451471416678	7.96667788825534e-05	-4.6481521568419	1.57424015357396	-0.494900367262951	EPHX2	epoxide hydrolase 2, cytoplasmic [Source:HGNC Symbol;Acc:3402]
ENSG00000116898	0.0202377716082991	8.38806118999705e-05	4.62889726061465	1.52742803723299	0.202532645351163	MRPS15	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:14504]
ENSG00000134597	0.0202377716082991	8.42999901515456e-05	4.62703397642977	1.52289837795156	0.251258640002753	RBMX2	RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:24282]
ENSG00000162551	0.0202377716082991	8.32117930531053e-05	4.63188810350028	1.53469892423517	0.417357772103155	ALPL	alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:438]
ENSG00000145832	0.0215180085459274	9.43283892352665e-05	4.58503185412342	1.42080842579266	0.616647348884837	SLC25A48	solute carrier family 25, member 48 [Source:HGNC Symbol;Acc:30451]
ENSG00000171222	0.0215180085459274	9.16757890805549e-05	4.59569230702248	1.44671618780499	0.341771647619176	SCAND1	SCAN domain containing 1 [Source:HGNC Symbol;Acc:10566]
ENSG00000225210	0.0215180085459274	9.45441744956583e-05	-4.58417781999344	1.41873300410286	-1.04063094089031		
ENSG00000251949	0.0215180085459274	9.4048933517328e-05	-4.58614077998665	1.42350329476414	-0.671211115206213		Small nucleolar RNA SNORD112 [Source:RFAM;Acc:RF01169]
ENSG00000197050	0.0215251708431943	9.69423705305861e-05	-4.57481483935555	1.39598077925994	-0.252594534074939	ZNF420	zinc finger protein 420 [Source:HGNC Symbol;Acc:20649]
ENSG00000227975	0.0215251708431943	9.70321538723166e-05	-4.57446880585393	1.39513995127065	-0.460793321490361	NA	NA
ENSG00000100139	0.0221124127551109	0.000102202877783965	-4.55506008598476	1.34798347225693	-0.322698249379571	MICALL1	MICAL-like 1 [Source:HGNC Symbol;Acc:29804]
ENSG00000122952	0.0221124127551109	0.000102116909759442	4.55537470613219	1.34874781199853	0.553014692929702	ZWINT	ZW10 interacting kinetochore protein [Source:HGNC Symbol;Acc:13195]
ENSG00000227165	0.0222768047958417	0.000104233836990529	-4.54770297171273	1.33011083417225	-0.479095804111654	WDR11-AS1	WDR11 antisense RNA 1 [Source:HGNC Symbol;Acc:27437]
ENSG00000230826	0.0230439031665215	0.00010913802926227	-4.53051005442259	1.28835009278975	-0.409660431245522		
ENSG00000148180	0.0234138514327877	0.000113562189545618	-4.51564737591795	1.25225660946149	-0.374795496308038	GSN	gelsolin [Source:HGNC Symbol;Acc:4620]
ENSG00000241738	0.0234138514327877	0.000112392534371746	-4.51951995996023	1.26166036803863	-0.768604551209065	ZNF90P1	zinc finger protein 90 pseudogene 1 [Source:HGNC Symbol;Acc:12888]
ENSG00000246889	0.0234447245540633	0.000115049718211095	-4.51077928988951	1.24043617582098	-0.554295333976413		
ENSG00000153443	0.024870676425566	0.000123466410785977	4.48436232042562	1.17630600489712	0.383477224204612	UBALD1	UBA-like domain containing 1 [Source:HGNC Symbol;Acc:29576]
ENSG00000172426	0.0251724106980309	0.000126400692806089	4.47557206946298	1.1549722698497	0.461092210717626	RSPH9	radial spoke head 9 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21057]
ENSG00000234329	0.0262669262259418	0.000133395516924897	4.45541010094945	1.10605095638586	0.446795039409788		
ENSG00000167393	0.0273725864800371	0.000146820150021312	4.41949942816166	1.01895893578571	0.346821707457401	PPP2R3B	protein phosphatase 2, regulatory subunit B'', beta [Source:HGNC Symbol;Acc:13417]
