"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"11722125_a_at"	1.28580832931908e-05	5.19092002541044e-10	-7.12259113855537	12.0104956591661	-0.814408881463637	"C3orf19"	"chromosome 3 open reading frame 19"
"11720704_s_at"	1.28580832931908e-05	5.20717745644143e-10	-7.12187193465482	12.0077285939044	-1.60262298596758	"TPD52L1"	"tumor protein D52-like 1"
"11720474_a_at"	0.00596904325466518	5.16073676061506e-07	-5.48804508371615	5.87711663869508	-0.231021511838374	"SFPQ"	"splicing factor proline/glutamine-rich"
"11715554_a_at"	0.00596904325466518	1.24204499635998e-06	5.26943868199625	5.09505240094818	0.81704399468484	"CYB5R3"	"cytochrome b5 reductase 3"
"11720843_at"	0.00596904325466518	1.58442750115499e-06	5.20820224958922	4.87830832095016	0.720037820007733	"N4BP1"	"NEDD4 binding protein 1"
"11719362_at"	0.00880270313091972	4.09958636073287e-06	4.96612071787537	4.03237271131286	0.74102927894484	"FAM178A"	"family with sequence similarity 178, member A"
"11723619_x_at"	0.0146459056978455	1.33451941117533e-05	-4.65803131784172	2.98352567121553	-0.185013089442993	"SNAP91"	"synaptosomal-associated protein, 91kDa homolog (mouse)"
"11723862_at"	0.0153227594913985	1.47676268669602e-05	-4.63115166894144	2.89362400879658	-0.736877450600088	"SLC6A1"	"solute carrier family 6 (neurotransmitter transporter, GABA), member 1"
"11718813_a_at"	0.0153227594913985	1.60907079253132e-05	-4.60832026412555	2.81747514044245	-0.586709759332123	"PVRL1"	"poliovirus receptor-related 1 (herpesvirus entry mediator C)"
"11722122_at"	0.0168283788048152	2.04451206473274e-05	4.54429734398563	2.60500191132948	0.139629864385443	"CYP27B1"	"cytochrome P450, family 27, subfamily B, polypeptide 1"
"11719720_s_at"	0.0177439260383618	2.24026566777544e-05	4.51973781931386	2.52391735555992	0.704249844758002	"LSM7"	"LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
"11716291_s_at"	0.0179139674832429	2.38409551631464e-05	4.50298610943614	2.46874664992238	0.17505613515676	"HNRNPA0"	"heterogeneous nuclear ribonucleoprotein A0"
"11718365_s_at"	0.0180201672522967	2.59060243605791e-05	4.48057399539943	2.39510766849344	0.91101066462727	"LYPLA1"	"lysophospholipase I"
"11720458_at"	0.0195887052743188	3.09383025836647e-05	4.43248983040533	2.23779812199835	0.402970241921666	"CAPRIN1"	"cell cycle associated protein 1"
"11721823_s_at"	0.0201386200743125	3.262239513111e-05	-4.41808157692324	2.19084340506422	-0.255343687417559	"ARPC5L"	"actin related protein 2/3 complex, subunit 5-like"
"11721388_a_at"	0.0210205356566891	3.48236404704992e-05	4.40029859190535	2.13300814519584	0.967800472226107	"P2RX5"	"purinergic receptor P2X, ligand-gated ion channel, 5"
"11717651_a_at"	0.0213221472243382	3.58348159320469e-05	4.39249175545887	2.1076592679715	0.977291589388575	"SPRY1"	"sprouty homolog 1, antagonist of FGF signaling (Drosophila)"
"11719088_at"	0.0214480235121066	3.64806620300683e-05	-4.38761632077551	2.09184146786529	-0.553027198286665	"MMGT1"	"membrane magnesium transporter 1"
"11722851_at"	0.0216258400521125	4.08817376198048e-05	-4.35646189621208	1.99099787756367	-0.686921036051336	"BIRC3"	"baculoviral IAP repeat-containing 3"
"11717753_a_at"	0.0216258400521125	4.09558376877936e-05	4.35596564832246	1.98939485734752	0.595361860811763	"SEC14L1"	"SEC14-like 1 (S. cerevisiae)"
"11717225_a_at"	0.0216258400521125	4.16655108923173e-05	-4.35125648682531	1.97418808775745	-0.482776456213424	"CBFA2T2"	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
"11720888_s_at"	0.0218327909017727	4.40198138328728e-05	4.336171554716	1.92553884896275	0.338295031367576	"AGL"	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"
"11722254_at"	0.0219301497262542	4.58061194402863e-05	-4.3252379138607	1.8903377303659	-0.393524004970383	"C11orf83"	"chromosome 11 open reading frame 83"
"11718526_a_at"	0.0224907020517232	4.82730817940845e-05	-4.31079733425945	1.84392376971278	-0.153868148685327	"ESRRA"	"estrogen-related receptor alpha"
"11723844_s_at"	0.0233734537489655	5.44273110017219e-05	-4.27766962815593	1.73778410112354	-0.241636151263172	"TMEM183A /// TMEM183B"	"transmembrane protein 183A /// transmembrane protein 183B"
"11722161_s_at"	0.0235789297613019	5.58606646027684e-05	4.27047530133101	1.71479631446111	0.742282441376905	"TAF4"	"TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa"
"11720045_a_at"	0.0237639392152898	5.72613446446258e-05	-4.26361519982108	1.69289736634436	-0.692170818893262	"DNAJC10"	"DnaJ (Hsp40) homolog, subfamily C, member 10"
"11721440_at"	0.027414575330426	7.43845035896223e-05	4.19078376469871	1.46167535273829	0.742611383401036	"TOR1AIP1"	"torsin A interacting protein 1"
"11715407_s_at"	0.0285070445673118	8.19665558773393e-05	4.16359075023612	1.37594817324919	0.221461881290073	"PSMB4"	"proteasome (prosome, macropain) subunit, beta type, 4"
"11721341_s_at"	0.0299205673844516	8.78484240623959e-05	-4.14411689690592	1.31476077090872	-0.680974781425254	"NCOA1"	"nuclear receptor coactivator 1"
"11715231_x_at"	0.0302285936703183	9.31360351065085e-05	-4.12765433225904	1.26316925854771	-0.36892075996708	"RPL36"	"ribosomal protein L36"
"11721043_at"	0.0303099559977221	9.51290483061379e-05	4.12168190200523	1.2444830273203	0.539708706280535	"ERI1"	"exoribonuclease 1"
"11716397_a_at"	0.0303603581637873	9.59019939568059e-05	-4.1193979983399	1.23734158383922	-0.654065847555298	"AKR7A2"	"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"
"11718814_x_at"	0.0303885688810465	0.000106695099485085	-4.08923412221066	1.14324848571771	-0.385869574491495	"PVRL1"	"poliovirus receptor-related 1 (herpesvirus entry mediator C)"
"11715818_at"	0.0303885688810465	0.000107001391765046	4.08842167270435	1.14071994372934	0.225724452844673	"ZFP36L2"	"zinc finger protein 36, C3H type-like 2"
"11723177_at"	0.0306957408398632	0.00011314234167406	4.07258794016737	1.09150267989546	0.704230212915546	"FRAS1"	"Fraser syndrome 1"
"11724249_a_at"	0.0306957408398632	0.000114943761111932	4.06809987356543	1.07757328978297	0.523268575424583	"SLC39A8"	"solute carrier family 39 (zinc transporter), member 8"
"11723231_s_at"	0.0309111549689989	0.000117817787390077	4.06107767824469	1.05579772344461	0.726440189357462	"RNF138 /// RNF138P1"	"ring finger protein 138 /// ring finger protein 138 pseudogene 1"
"11716752_x_at"	0.0309111549689989	0.000118922760379658	4.05842162022802	1.04756739893958	0.751095115486394	"GNS"	"glucosamine (N-acetyl)-6-sulfatase"
"11721623_a_at"	0.0312401684899688	0.000122816727938381	-4.04924704779824	1.01916360382558	-0.109544330355341	"MEOX1"	"mesenchyme homeobox 1"
"11719378_a_at"	0.0312401684899688	0.000125240348011865	4.04367691768462	1.00193818674799	0.188154585658665	"RAP1GDS1"	"RAP1, GTP-GDP dissociation stimulator 1"
"11721776_at"	0.0325422232820158	0.000135081921451691	-4.02207438209977	0.935271636484497	-0.638996901442967	"SSH2"	"slingshot homolog 2 (Drosophila)"
"11723134_a_at"	0.0342423194482708	0.00014713075299582	3.99759760662186	0.860002714889887	0.180080790550567	"SLC22A17"	"solute carrier family 22, member 17"
"11716080_a_at"	0.0342423194482708	0.000148671602778466	3.99460732978871	0.850826871915014	0.617428685059039	"CALCOCO1"	"calcium binding and coiled-coil domain 1"
"11718404_at"	0.0342423194482708	0.000150277140572471	3.99152300243455	0.841366917349532	0.470823759803964	"RFC3"	"replication factor C (activator 1) 3, 38kDa"
"11717707_s_at"	0.0344987337103787	0.000153588145367517	-3.98526102456284	0.822174815777264	-0.434855193098632	"VPS13D"	"vacuolar protein sorting 13 homolog D (S. cerevisiae)"
"11719631_s_at"	0.0349526673399251	0.000158061559980511	3.97700332899584	0.7968949340125	0.430337615233479	"BIN1"	"bridging integrator 1"
"11723659_a_at"	0.0351264466196858	0.000161401993116416	3.97098204785735	0.778482265355001	0.373102117039699	"UBIAD1"	"UbiA prenyltransferase domain containing 1"
"11719522_at"	0.0353803528165135	0.000166020065155234	-3.9628517642342	0.753648203737068	-0.538234467522659	"SEMA5A"	"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
"11716850_s_at"	0.0361404823201675	0.000188071598353441	-3.9267964250759	0.643903744333922	-0.445043515146437	"HIATL1"	"hippocampus abundant transcript-like 1"
"11723352_a_at"	0.0362785742458767	0.00019025940002596	-3.92344331949436	0.633729913541806	-0.525531440595492	"TMEM178"	"transmembrane protein 178"
